type,startTime,endTime,hierarchyLevel,probability,placeID,semanticType,topCandidateProbability,lat,lon,activityType,startLat,startLon,endLat,endLon,distanceMeters
visit,2026-02-14T08:19:03.716+01:00,2026-02-14T08:40:18.659+01:00,1,0.930730,ChIJl4iXRxkW5kcRbAN7vFH9GIE,Unknown,0.615782,49.005810,2.575729,,,,,,
activity,2026-02-14T08:40:18.659+01:00,2026-02-14T10:26:41.000+01:00,,0.991045,,,0.815270,,,in subway,49.005158,2.576728,48.877805,2.370904,20652.195312
activity,2026-02-14T10:26:41.000+01:00,2026-02-14T14:23:30.219+01:00,,0.935665,,,0.512332,,,walking,48.877805,2.370904,48.862393,2.293734,6216.927246
visit,2026-02-14T14:23:30.219+01:00,2026-02-14T15:04:58.999+01:00,0,0.727876,ChIJoxY3R-Nv5kcRWsRDGBoNIOk,Unknown,0.684762,48.861688,2.289280,,,,,,
activity,2026-02-14T15:04:58.999+01:00,2026-02-14T16:21:01.999+01:00,,0.897215,,,0.850863,,,walking,48.861916,2.290244,48.853045,2.313363,2124.217773
visit,2026-02-14T16:21:01.999+01:00,2026-02-14T20:46:51.998+01:00,0,0.697311,ChIJUzCPuddv5kcRasGAnEUUWkU,Unknown,0.314127,48.856529,2.312706,,,,,,
activity,2026-02-14T20:46:51.998+01:00,2026-02-14T20:55:52.000+01:00,,0.968605,,,0.870903,,,walking,48.869636,2.284730,48.863508,2.286800,707.869751
visit,2026-02-14T20:55:52.000+01:00,2026-02-14T23:18:43.999+01:00,0,0.735527,ChIJoxY3R-Nv5kcRWsRDGBoNIOk,Unknown,0.281086,48.861688,2.289280,,,,,,
activity,2026-02-14T23:18:43.999+01:00,2026-02-14T23:28:31.999+01:00,,0.957220,,,0.848478,,,walking,48.863946,2.286706,48.870111,2.285439,735.216919
activity,2026-02-14T23:28:31.999+01:00,2026-02-14T23:59:30.893+01:00,,0.962914,,,0.663778,,,in subway,48.870111,2.285439,48.879436,2.370230,6791.277832
visit,2026-02-14T23:59:30.893+01:00,2026-02-15T10:02:39.639+01:00,0,0.926351,ChIJFSBjnt9t5kcRb33P22PJ-RE,Unknown,0.800539,48.878248,2.369603,,,,,,
activity,2026-02-15T10:02:39.639+01:00,2026-02-15T11:45:57.451+01:00,,0.917069,,,0.288613,,,in passenger vehicle,48.878380,2.369758,48.889508,2.335650,2784.042480
visit,2026-02-15T11:45:57.451+01:00,2026-02-15T12:22:33.000+01:00,0,0.321348,ChIJfQSZYVBu5kcRgpsxuzAxDIY,Unknown,0.187901,48.888987,2.334805,,,,,,
activity,2026-02-15T12:22:33.000+01:00,2026-02-15T12:24:02.999+01:00,,0.887248,,,0.689621,,,walking,48.887580,2.337418,48.887281,2.338626,95.948929
visit,2026-02-15T12:24:02.999+01:00,2026-02-15T13:15:48.277+01:00,0,0.799028,ChIJF9eP_k9u5kcRYujwQAgfqvQ,Unknown,0.171123,48.886573,2.340828,,,,,,
activity,2026-02-15T13:15:48.277+01:00,2026-02-15T13:38:05.999+01:00,,0.772618,,,0.728485,,,walking,48.886717,2.338888,48.886962,2.333989,448.881470
visit,2026-02-15T13:38:05.999+01:00,2026-02-15T16:02:19.419+01:00,0,0.533792,ChIJ5UqL9lFu5kcRC1SGlbxD6NU,Unknown,0.033950,48.887908,2.329884,,,,,,
activity,2026-02-15T16:02:19.419+01:00,2026-02-15T16:12:57.253+01:00,,0.984035,,,0.301025,,,in bus,48.876940,2.326933,48.865607,2.334482,1401.081787
activity,2026-02-15T16:12:57.253+01:00,2026-02-15T16:30:25.000+01:00,,0.950117,,,0.667579,,,walking,48.865607,2.334482,48.861016,2.340855,762.704834
visit,2026-02-15T16:30:25.000+01:00,2026-02-15T16:51:51.544+01:00,0,0.630880,ChIJD3uTd9hx5kcR1IQvGfr8dbk,Unknown,0.276224,48.860611,2.337644,,,,,,
activity,2026-02-15T16:51:51.544+01:00,2026-02-15T17:31:26.998+01:00,,0.866694,,,0.811200,,,walking,48.860504,2.342718,48.858238,2.349114,531.410889
visit,2026-02-15T17:31:26.998+01:00,2026-02-15T17:45:06.999+01:00,0,0.557164,ChIJYzNMFh1u5kcRSCRf3S2PtPk,Unknown,0.158720,48.857349,2.352396,,,,,,
activity,2026-02-15T17:45:06.999+01:00,2026-02-15T17:54:56.000+01:00,,0.959888,,,0.856662,,,walking,48.857481,2.350334,48.855212,2.346922,553.974487
visit,2026-02-15T17:54:56.000+01:00,2026-02-15T19:11:01.000+01:00,0,0.681185,ChIJATr1n-Fx5kcRjQb6q6cdQDY,Unknown,0.226545,48.852968,2.349902,,,,,,
activity,2026-02-15T19:11:01.000+01:00,2026-02-15T19:41:47.999+01:00,,0.985331,,,0.572681,,,in subway,48.854924,2.347317,48.885169,2.333975,3501.879639
visit,2026-02-15T19:41:47.999+01:00,2026-02-16T07:49:40.623+01:00,0,0.750544,ChIJobK6DOVv5kcROfiYgh-1Bmg,Unknown,0.118548,48.885044,2.334098,,,,,,
visit,2026-02-16T07:49:40.623+01:00,2026-02-16T07:52:48.636+01:00,0,0.768790,ChIJOUrGg1Bu5kcRIFKIej7vjNI,Unknown,0.624469,48.889851,2.335896,,,,,,
activity,2026-02-16T07:52:48.636+01:00,2026-02-16T09:23:59.019+01:00,,0.984577,,,0.928633,,,walking,48.883338,2.327813,48.874497,2.329005,1143.349609
visit,2026-02-16T09:23:59.019+01:00,2026-02-16T11:12:05.729+01:00,0,0.757591,ChIJixChAzdu5kcRkxWrzUU4d-Y,Unknown,0.385005,48.873622,2.332110,,,,,,
activity,2026-02-16T11:12:05.729+01:00,2026-02-16T12:40:55.054+01:00,,0.746531,,,0.633833,,,walking,48.866562,2.314094,48.861286,2.320553,753.226379
visit,2026-02-16T12:40:55.054+01:00,2026-02-16T12:42:02.398+01:00,0,0.624283,ChIJYzGYa9Rv5kcR2D0wMZryQsg,Unknown,0.255781,48.861903,2.318648,,,,,,
activity,2026-02-16T12:42:02.398+01:00,2026-02-16T13:21:51.000+01:00,,0.960635,,,0.897384,,,walking,48.854449,2.326192,48.845086,2.320718,1278.559082
visit,2026-02-16T13:21:51.000+01:00,2026-02-16T13:22:54.000+01:00,0,0.706637,ChIJp9FvyzJw5kcR-FKugUlS4vE,Unknown,0.061208,48.845108,2.320921,,,,,,
visit,2026-02-16T13:22:54.000+01:00,2026-02-16T14:12:56.720+01:00,0,0.941826,ChIJPzwEG-Fx5kcR4JYZ_x04n6w,Unknown,0.240584,48.844336,2.321925,,,,,,
activity,2026-02-16T14:12:56.720+01:00,2026-02-16T15:44:01.999+01:00,,0.946346,,,0.681419,,,walking,48.844403,2.322048,48.846470,2.345024,1766.104492
visit,2026-02-16T15:44:01.999+01:00,2026-02-16T15:55:28.998+01:00,0,0.691429,ChIJc8mX0udx5kcRWKcjTwDr5QA,Unknown,0.680357,48.846222,2.346414,,,,,,
activity,2026-02-16T15:55:28.998+01:00,2026-02-16T16:04:17.000+01:00,,0.970889,,,0.923966,,,walking,48.846850,2.343739,48.851342,2.345763,538.157776
visit,2026-02-16T16:04:17.000+01:00,2026-02-16T16:26:38.999+01:00,0,0.593038,ChIJ_7ZXHuFx5kcRs1LnTeCsOBM,Unknown,0.253838,48.852563,2.347130,,,,,,
activity,2026-02-16T16:26:38.999+01:00,2026-02-16T16:42:24.125+01:00,,0.768797,,,0.668842,,,walking,48.852909,2.346916,48.858632,2.347581,652.199951
activity,2026-02-16T16:42:24.125+01:00,2026-02-16T17:02:20.998+01:00,,0.993917,,,0.345456,,,in bus,48.858632,2.347581,48.878633,2.337340,2369.739502
activity,2026-02-16T17:02:20.998+01:00,2026-02-16T18:09:23.516+01:00,,0.758499,,,0.284166,,,in tram,48.878633,2.337340,48.889876,2.335758,1255.480591
visit,2026-02-16T18:09:23.516+01:00,2026-02-16T19:45:13.774+01:00,0,0.734518,ChIJLclSnFBu5kcREXCh0LM0xBI,Searched Address,0.575165,48.889956,2.335840,,,,,,
activity,2026-02-16T19:45:13.774+01:00,2026-02-16T23:10:40.793+01:00,,0.715141,,,0.388141,,,walking,48.889239,2.335813,48.860545,2.293471,4446.305176
visit,2026-02-16T23:10:40.793+01:00,2026-02-16T23:22:15.087+01:00,0,0.609741,ChIJB0gcnCBw5kcRHoIAPcTEApc,Unknown,0.587832,48.855805,2.298377,,,,,,
visit,2026-02-16T23:13:05.090+01:00,2026-02-16T23:22:15.087+01:00,1,0.609741,ChIJLU7jZClu5kcR4PcOOO6p3I0,Unknown,0.993466,48.858370,2.294481,,,,,,
activity,2026-02-16T23:22:15.087+01:00,2026-02-16T23:33:40.999+01:00,,0.822641,,,0.731745,,,walking,48.859944,2.295050,48.862379,2.301977,660.196411
activity,2026-02-16T23:33:40.999+01:00,2026-02-16T23:52:07.091+01:00,,0.995646,,,0.444499,,,in passenger vehicle,48.862379,2.301977,48.888854,2.334467,4283.535156
visit,2026-02-16T23:52:07.091+01:00,2026-02-16T23:56:08.082+01:00,0,0.551631,ChIJrZYGU1Bu5kcRVtlLyarPxOY,Unknown,0.069188,48.888909,2.333153,,,,,,
visit,2026-02-16T23:56:08.082+01:00,2026-02-17T10:15:13.999+01:00,0,0.927838,ChIJLclSnFBu5kcREXCh0LM0xBI,Searched Address,0.523199,48.889956,2.335840,,,,,,
activity,2026-02-17T10:15:13.999+01:00,2026-02-17T11:01:12.999+01:00,,0.907914,,,0.828796,,,walking,48.879418,2.381961,48.879452,2.382613,47.824692
visit,2026-02-17T11:01:12.999+01:00,2026-02-17T11:06:40.999+01:00,0,0.483713,ChIJh9M-FMZt5kcRkZSVdmDta_I,Unknown,0.718476,48.880950,2.382761,,,,,,
activity,2026-02-17T11:06:40.999+01:00,2026-02-17T12:01:40.998+01:00,,0.990520,,,0.939415,,,walking,48.858398,2.371117,48.847713,2.368317,1193.049927
visit,2026-02-17T12:01:40.998+01:00,2026-02-17T12:15:16.999+01:00,0,0.588166,ChIJbb372_tt5kcRYDyyWRuBXjU,Unknown,0.116154,48.847389,2.368797,,,,,,
activity,2026-02-17T12:15:16.999+01:00,2026-02-17T13:04:37.999+01:00,,0.931133,,,0.882187,,,walking,48.859689,2.344884,48.866985,2.337399,1160.226807
visit,2026-02-17T13:04:37.999+01:00,2026-02-17T13:17:00.357+01:00,0,0.860054,ChIJdcUFkwBy5kcR9l9MxIwxiFc,Unknown,0.099162,48.867632,2.337603,,,,,,
visit,2026-02-17T13:17:00.357+01:00,2026-02-17T14:22:36.781+01:00,0,0.582971,ChIJ0fcbsD5u5kcRgX-K4wGpxSY,Unknown,0.176484,48.872104,2.340458,,,,,,
activity,2026-02-17T14:22:36.781+01:00,2026-02-17T15:01:13.999+01:00,,0.790691,,,0.757060,,,walking,48.874327,2.335238,48.874938,2.335220,329.349396
visit,2026-02-17T15:01:13.999+01:00,2026-02-17T15:27:01.000+01:00,0,0.561453,ChIJAQAAMCxu5kcRx--_4QnbGcI,Unknown,0.325624,48.863492,2.327494,,,,,,
visit,2026-02-17T15:27:01.000+01:00,2026-02-17T15:44:00.307+01:00,0,0.745896,ChIJ6SJcCP5x5kcRJt8m9_lR7_Q,Unknown,0.306321,48.862707,2.334780,,,,,,
visit,2026-02-17T15:32:14.998+01:00,2026-02-17T15:44:00.307+01:00,1,0.745896,ChIJ_QwlZC9u5kcRi6OALXVubvc,Unknown,0.966408,48.863115,2.333495,,,,,,
visit,2026-02-17T15:44:00.307+01:00,2026-02-17T15:54:38.999+01:00,0,0.803684,ChIJAQAAMCxu5kcRx--_4QnbGcI,Unknown,0.225227,48.863492,2.327494,,,,,,
activity,2026-02-17T15:54:38.999+01:00,2026-02-17T16:28:52.999+01:00,,0.987998,,,0.951110,,,walking,48.862918,2.311886,48.858479,2.298388,1225.301270
visit,2026-02-17T16:28:52.999+01:00,2026-02-17T18:07:15.999+01:00,0,0.600917,ChIJB0gcnCBw5kcRHoIAPcTEApc,Unknown,0.868669,48.855805,2.298377,,,,,,
visit,2026-02-17T16:39:29.000+01:00,2026-02-17T17:28:35.999+01:00,1,0.600917,ChIJLU7jZClu5kcR4PcOOO6p3I0,Unknown,0.829797,48.858370,2.294481,,,,,,
visit,2026-02-17T17:56:05.999+01:00,2026-02-17T18:07:15.999+01:00,1,0.493307,ChIJLU7jZClu5kcR4PcOOO6p3I0,Unknown,0.884291,48.858370,2.294481,,,,,,
activity,2026-02-17T18:07:15.999+01:00,2026-02-17T18:23:46.000+01:00,,0.785535,,,0.708938,,,walking,48.858956,2.293615,48.862322,2.302053,890.529114
activity,2026-02-17T18:23:46.000+01:00,2026-02-17T18:54:20.000+01:00,,0.987585,,,0.558655,,,in bus,48.862322,2.302053,48.889044,2.334644,4446.124023
visit,2026-02-17T18:54:20.000+01:00,2026-02-17T22:00:44.292+01:00,0,0.748715,ChIJLclSnFBu5kcREXCh0LM0xBI,Searched Address,0.447022,48.889956,2.335840,,,,,,
activity,2026-02-17T22:00:44.292+01:00,2026-02-18T05:41:52.000+01:00,,0.988319,,,0.379981,,,in bus,48.879458,2.282501,50.860948,4.356854,267246.937500
visit,2026-02-18T05:41:52.000+01:00,2026-02-18T07:11:04.876+01:00,0,0.327767,ChIJobMnkp3Dw0cRvvcnolKRTZg,Unknown,0.371838,50.861950,4.358560,,,,,,
visit,2026-02-18T07:11:04.876+01:00,2026-02-18T13:17:28.978+01:00,0,0.623423,ChIJQQ_1yIvDw0cRvqXflOhSXQM,Unknown,0.394130,50.851226,4.338360,,,,,,
activity,2026-02-18T13:17:28.978+01:00,2026-02-18T13:50:21.999+01:00,,0.949950,,,0.487642,,,in passenger vehicle,50.838660,4.340698,50.833466,4.333569,5712.355469
visit,2026-02-18T13:50:21.999+01:00,2026-02-18T14:14:44.839+01:00,0,0.598356,ChIJucWFf-jEw0cRqJFfGhYGsqM,Unknown,0.580743,50.836440,4.337009,,,,,,
activity,2026-02-18T14:14:44.839+01:00,2026-02-18T14:38:50.739+01:00,,0.952065,,,0.487162,,,in train,50.833466,4.333569,51.035057,3.709140,51024.468750
visit,2026-02-18T14:38:50.739+01:00,2026-02-18T14:41:31.840+01:00,0,0.514321,ChIJHzU3k99zw0cR7Uoju6Gh7Uw,Unknown,0.814100,51.036113,3.710839,,,,,,
activity,2026-02-18T14:41:31.840+01:00,2026-02-18T15:39:52.999+01:00,,0.955526,,,0.916598,,,walking,51.049797,3.721200,51.052156,3.725237,536.019775
visit,2026-02-18T15:39:52.999+01:00,2026-02-18T16:46:05.001+01:00,0,0.545815,ChIJcbDulEBxw0cRvttqH71W_y0,Unknown,0.228061,51.057177,3.720722,,,,,,
activity,2026-02-18T16:46:05.001+01:00,2026-02-18T18:18:03.999+01:00,,0.765131,,,0.607823,,,walking,51.056972,3.721386,51.034778,3.711253,2567.574463
visit,2026-02-18T18:18:03.999+01:00,2026-02-18T18:32:57.980+01:00,0,0.543345,ChIJHzU3k99zw0cR7Uoju6Gh7Uw,Unknown,0.624111,51.036113,3.710839,,,,,,
activity,2026-02-18T18:32:57.980+01:00,2026-02-18T19:12:12.000+01:00,,0.980582,,,0.866079,,,in train,51.031435,3.726804,50.845826,4.357335,51028.941406
visit,2026-02-18T19:12:12.000+01:00,2026-02-18T19:24:22.528+01:00,0,0.974479,ChIJtRMdzH_Ew0cR-pwkSnChsUA,Unknown,0.877945,50.845504,4.357096,,,,,,
activity,2026-02-18T19:24:22.528+01:00,2026-02-18T19:48:41.091+01:00,,0.732972,,,0.422955,,,in bus,50.845678,4.356082,50.850747,4.352887,606.682312
activity,2026-02-18T19:48:41.091+01:00,2026-02-18T22:19:24.304+01:00,,0.565895,,,0.514702,,,walking,50.851838,4.339456,50.851223,4.338233,113.715721
visit,2026-02-18T22:19:24.304+01:00,2026-02-19T09:49:37.428+01:00,0,0.340520,ChIJQQ_1yIvDw0cRvqXflOhSXQM,Unknown,0.628478,50.851226,4.338360,,,,,,
visit,2026-02-19T09:49:37.428+01:00,2026-02-19T09:54:10.759+01:00,0,0.786022,ChIJtRMdzH_Ew0cR-pwkSnChsUA,Unknown,0.734034,50.845504,4.357096,,,,,,
activity,2026-02-19T09:54:10.759+01:00,2026-02-19T11:07:05.707+01:00,,0.998238,,,0.967060,,,in train,50.845139,4.356727,51.196630,3.215882,88853.484375
activity,2026-02-19T11:07:05.707+01:00,2026-02-19T12:32:07.999+01:00,,0.841367,,,0.811503,,,walking,51.198820,3.222079,51.207754,3.225632,1604.225342
visit,2026-02-19T12:32:07.999+01:00,2026-02-19T13:45:19.344+01:00,0,0.801584,ChIJiw5pqdpQw0cRWIG9Y_lvVGk,Unknown,0.261519,51.208147,3.224801,,,,,,
activity,2026-02-19T13:45:19.344+01:00,2026-02-19T15:54:59.999+01:00,,0.923424,,,0.808077,,,walking,51.208624,3.224108,51.197560,3.220360,3092.950439
visit,2026-02-19T15:54:59.999+01:00,2026-02-19T16:37:19.918+01:00,0,0.920130,ChIJIQ4SU-dQw0cRd2gEgzvyfeE,Unknown,0.400164,51.197666,3.217851,,,,,,
activity,2026-02-19T16:37:19.918+01:00,2026-02-19T18:16:59.999+01:00,,0.995540,,,0.983236,,,in train,51.197155,3.217637,50.835426,4.334660,87882.304688
activity,2026-02-19T18:16:59.999+01:00,2026-02-19T18:39:06.999+01:00,,0.957608,,,0.589842,,,walking,50.846748,4.354958,50.854399,4.341222,1728.734741
visit,2026-02-19T18:39:06.999+01:00,2026-02-20T06:17:10.723+01:00,0,0.886669,ChIJX2ahIB7Dw0cRl6KyN39gv54,Unknown,0.282332,50.850416,4.343963,,,,,,
activity,2026-02-20T06:17:10.723+01:00,2026-02-20T09:26:49.086+01:00,,0.988519,,,0.842101,,,in passenger vehicle,52.079175,5.075640,52.309611,4.938667,29190.585938
visit,2026-02-20T09:26:49.086+01:00,2026-02-20T11:25:25.071+01:00,0,0.571670,ChIJ223pKpgLxkcRrhp8i1Clwfs,Unknown,0.006920,52.310402,4.941152,,,,,,
visit,2026-02-20T11:25:25.071+01:00,2026-02-20T14:46:17.543+01:00,0,0.830177,ChIJlZeZw-UJxkcRR9AM02FG4Zg,Unknown,0.354385,52.360999,4.877940,,,,,,
activity,2026-02-20T14:46:17.543+01:00,2026-02-20T17:39:23.001+01:00,,0.831041,,,0.734487,,,walking,52.374602,4.883422,52.362386,4.880531,1376.775146
visit,2026-02-20T17:39:23.001+01:00,2026-02-20T17:43:37.987+01:00,0,0.487237,ChIJ5Ra7we4JxkcRhYVAaq5zQ9U,Unknown,0.179095,52.359998,4.885219,,,,,,
visit,2026-02-20T17:43:37.987+01:00,2026-02-20T19:11:01.501+01:00,0,0.828313,ChIJRTx_o-8JxkcRKLAaBcWCq5w,Unknown,0.304030,52.358739,4.881907,,,,,,
activity,2026-02-20T19:11:01.501+01:00,2026-02-20T19:36:40.999+01:00,,0.992811,,,0.901572,,,walking,52.354732,4.886510,52.361587,4.880332,1053.072876
visit,2026-02-20T19:36:40.999+01:00,2026-02-21T07:17:22.659+01:00,0,0.965832,ChIJlZeZw-UJxkcRR9AM02FG4Zg,Unknown,0.606456,52.360999,4.877940,,,,,,
activity,2026-02-21T07:17:22.659+01:00,2026-02-21T09:04:13.999+01:00,,0.799782,,,0.723161,,,walking,52.360916,4.878010,52.361938,4.881057,236.092010
visit,2026-02-21T09:04:13.999+01:00,2026-02-21T09:18:27.999+01:00,0,0.494649,ChIJDenS_MEJxkcR8BWR2vzICLs,Unknown,0.247517,52.367207,4.889160,,,,,,
activity,2026-02-21T09:18:27.999+01:00,2026-02-21T09:33:12.999+01:00,,0.968319,,,0.917381,,,walking,52.367725,4.890705,52.375912,4.896461,963.564453
visit,2026-02-21T09:33:12.999+01:00,2026-02-21T09:43:40.999+01:00,0,0.750494,ChIJXfk3G7gJxkcRUf-0UF1R6F4,Unknown,0.187744,52.376870,4.897146,,,,,,
activity,2026-02-21T09:43:40.999+01:00,2026-02-21T09:46:30.999+01:00,,0.855224,,,0.797385,,,walking,52.377104,4.898049,52.378777,4.900194,237.351746
visit,2026-02-21T09:46:30.999+01:00,2026-02-21T10:14:06.572+01:00,0,0.859065,ChIJIxbYDbcJxkcRQtHfOo0b58o,Unknown,0.548336,52.379128,4.900272,,,,,,
activity,2026-02-21T10:14:06.572+01:00,2026-02-21T10:35:09.100+01:00,,0.992710,,,0.881962,,,in passenger vehicle,52.411330,4.883470,52.451656,4.825723,7024.758789
visit,2026-02-21T10:35:09.100+01:00,2026-02-21T10:41:14.093+01:00,0,0.887934,ChIJN1QNS978xUcRpkqq7Q5zMo4,Unknown,0.447564,52.453085,4.825496,,,,,,
activity,2026-02-21T10:41:14.093+01:00,2026-02-21T11:02:50.999+01:00,,0.964356,,,0.365006,,,in passenger vehicle,52.452802,4.824068,52.473034,4.822100,2859.683105
visit,2026-02-21T11:02:50.999+01:00,2026-02-21T11:38:37.000+01:00,0,0.556213,ChIJnWDAY_f8xUcRm5DPCPkgYeQ,Unknown,0.244366,52.472963,4.819822,,,,,,
visit,2026-02-21T11:18:24.232+01:00,2026-02-21T11:27:49.127+01:00,1,0.556213,ChIJnWDAY_f8xUcRKW6SN30O5jE,Unknown,0.984898,52.472958,4.819841,,,,,,
activity,2026-02-21T11:38:37.000+01:00,2026-02-21T12:03:31.366+01:00,,0.829616,,,0.398685,,,walking,52.473522,4.817347,52.473116,4.819773,793.113770
activity,2026-02-21T12:03:31.366+01:00,2026-02-21T13:43:13.556+01:00,,0.836939,,,0.321757,,,in bus,52.473116,4.819773,52.488662,5.035329,14699.623047
visit,2026-02-21T13:43:13.556+01:00,2026-02-21T13:48:40.998+01:00,0,0.710406,ChIJqSDuvUIExkcRKMKOZvs7AcM,Unknown,0.251782,52.487629,5.033854,,,,,,
activity,2026-02-21T13:48:40.998+01:00,2026-02-21T14:15:54.999+01:00,,0.990089,,,0.616539,,,in bus,52.488070,5.034583,52.376667,4.900172,16256.471680
visit,2026-02-21T14:15:54.999+01:00,2026-02-21T15:06:37.998+01:00,0,0.744897,ChIJp3h4ELgJxkcRPBCvc1dScMk,Unknown,0.158609,52.376614,4.897228,,,,,,
activity,2026-02-21T15:06:37.998+01:00,2026-02-21T15:12:27.999+01:00,,0.986691,,,0.946868,,,walking,52.376101,4.896849,52.373124,4.893035,420.864441
visit,2026-02-21T15:12:27.999+01:00,2026-02-21T16:25:51.750+01:00,0,0.607130,ChIJ19XKKccJxkcRawZK9nzTJz8,Unknown,0.176473,52.372591,4.892578,,,,,,
visit,2026-02-21T16:25:51.750+01:00,2026-02-21T17:10:51.000+01:00,0,0.501178,ChIJfYd2dscJxkcRH_Q4a1amSDo,Unknown,0.216740,52.374588,4.894705,,,,,,
activity,2026-02-21T17:10:51.000+01:00,2026-02-21T17:39:36.000+01:00,,0.983458,,,0.920508,,,walking,52.371460,4.892611,52.361437,4.879722,1816.904785
visit,2026-02-21T17:39:36.000+01:00,2026-02-21T20:14:07.017+01:00,0,0.944826,ChIJlZeZw-UJxkcRR9AM02FG4Zg,Unknown,0.689661,52.360999,4.877940,,,,,,
activity,2026-02-21T20:14:07.017+01:00,2026-02-21T20:25:04.000+01:00,,0.981143,,,0.846842,,,walking,52.360959,4.877995,52.365870,4.886398,792.913391
visit,2026-02-21T20:25:04.000+01:00,2026-02-21T20:36:13.999+01:00,0,0.666807,ChIJw8OY7ukJxkcR99MTHWPIDXM,Unknown,0.396175,52.365944,4.886503,,,,,,
activity,2026-02-21T20:36:13.999+01:00,2026-02-21T23:11:14.000+01:00,,0.934535,,,0.879178,,,walking,52.366612,4.887730,52.363707,4.884067,936.704041
visit,2026-02-21T23:11:14.000+01:00,2026-02-22T11:18:46.143+01:00,0,0.847310,ChIJweXO1ugJxkcR2nckxDGWbIc,Unknown,0.257745,52.362059,4.882991,,,,,,
visit,2026-02-22T11:18:46.143+01:00,2026-02-22T11:37:08.999+01:00,0,0.712109,ChIJlZeZw-UJxkcRR9AM02FG4Zg,Unknown,0.553919,52.360999,4.877940,,,,,,
activity,2026-02-22T11:37:08.999+01:00,2026-02-22T11:54:08.000+01:00,,0.986883,,,0.939576,,,walking,52.361163,4.878710,52.363901,4.882291,672.393555
visit,2026-02-22T11:54:08.000+01:00,2026-02-22T12:23:50.999+01:00,0,0.501439,ChIJXfOLd8EJxkcRyT_TnoYNudU,Unknown,0.090147,52.365817,4.885837,,,,,,
activity,2026-02-22T12:23:50.999+01:00,2026-02-22T12:55:23.999+01:00,,0.971653,,,0.902548,,,walking,52.365778,4.885865,52.378612,4.900187,1781.693604
visit,2026-02-22T12:55:23.999+01:00,2026-02-22T13:47:44.885+01:00,0,0.458693,ChIJIxbYDbcJxkcRQtHfOo0b58o,Unknown,0.591752,52.379128,4.900272,,,,,,
visit,2026-02-22T13:47:44.885+01:00,2026-02-22T17:54:05.532+01:00,0,0.543557,ChIJlZeZw-UJxkcRR9AM02FG4Zg,Unknown,0.409062,52.360999,4.877940,,,,,,
activity,2026-02-22T17:54:05.532+01:00,2026-02-22T18:27:23.171+01:00,,0.974199,,,0.914060,,,walking,52.360425,4.875761,52.359169,4.883491,2386.357178
visit,2026-02-22T18:27:23.171+01:00,2026-02-22T18:49:59.000+01:00,0,0.864359,ChIJ5Ra7we4JxkcRhYVAaq5zQ9U,Unknown,0.150377,52.359998,4.885219,,,,,,
activity,2026-02-22T18:49:59.000+01:00,2026-02-22T18:52:09.000+01:00,,0.907443,,,0.851253,,,walking,52.358237,4.878837,52.359824,4.877488,198.920700
visit,2026-02-22T18:52:09.000+01:00,2026-02-22T21:03:36.150+01:00,0,0.669305,ChIJlZeZw-UJxkcRR9AM02FG4Zg,Unknown,0.440817,52.360999,4.877940,,,,,,
activity,2026-02-22T21:03:36.150+01:00,2026-02-23T10:32:51.648Z,,0.982220,,,0.489484,,,in train,52.361015,4.878151,51.530054,-0.123963,355004.031250
visit,2026-02-23T10:32:51.648Z,2026-02-23T10:38:18.379Z,0,0.696089,ChIJJe2YjTsbdkgREt0yqM9vLbk,Unknown,0.265798,51.531116,-0.125866,,,,,,
activity,2026-02-23T10:38:18.379Z,2026-02-23T10:59:26.000Z,,0.978719,,,0.461537,,,in subway,51.530487,-0.123983,51.510245,-0.134706,2369.965332
visit,2026-02-23T10:59:26.000Z,2026-02-23T12:09:40.998Z,0,0.803165,ChIJvVRe4NMEdkgRw3WgQO_J9KM,Unknown,0.611491,51.510121,-0.134168,,,,,,
activity,2026-02-23T12:09:40.998Z,2026-02-23T12:30:54.000Z,,0.981166,,,0.908069,,,walking,51.507900,-0.128748,51.503553,-0.119284,976.023254
visit,2026-02-23T12:30:54.000Z,2026-02-23T12:56:16.999Z,0,0.514270,ChIJc2nSALkEdkgRkuoJJBfzkUI,Unknown,0.376511,51.503186,-0.119519,,,,,,
activity,2026-02-23T12:56:16.999Z,2026-02-23T15:28:46.730Z,,0.650409,,,0.357540,,,walking,51.501228,-0.123847,51.511173,-0.083526,3001.781738
visit,2026-02-23T15:28:46.730Z,2026-02-23T18:31:03.180Z,0,0.334871,ChIJwRnZalIDdkgR8oP6fWB1T6w,Unknown,0.506438,51.511211,-0.083683,,,,,,
visit,2026-02-23T15:28:46.730Z,2026-02-23T16:30:30.342Z,1,0.844438,ChIJgaI8bFIDdkgRhJJqLMxsFdU,Unknown,0.812522,51.511242,-0.083549,,,,,,
activity,2026-02-23T18:31:03.180Z,2026-02-23T20:36:23.086Z,,0.610936,,,0.566801,,,walking,51.505656,-0.126562,51.510348,-0.134171,741.309082
visit,2026-02-23T20:36:23.086Z,2026-02-24T08:33:32.011Z,0,0.887580,ChIJvVRe4NMEdkgRw3WgQO_J9KM,Unknown,0.475530,51.510121,-0.134168,,,,,,
visit,2026-02-24T08:33:32.011Z,2026-02-24T09:09:42.998Z,0,0.513022,ChIJpVeKbdQEdkgR__KpXSd4neU,Unknown,0.394894,51.510551,-0.136118,,,,,,
